微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
OEGeimhQj,#美国大选##美国例外论破灭#【美媒：“美国例外论”的破灭】美国《大西洋》月刊网站10月25日刊发题为《美国例外论的破灭》的文章，作者是美国州立圣迭戈大学心理学教授琼·特文格。文章摘编如下：在美国，爱国主义的源泉之一是美国例外论——认为美国是绝无仅有、一枝独秀的国家。这种说法认为，美国的制度起源于一个王国世界中的民主国家，强调自由和机会，因此与众不同。 ,,无,无,无,2024-11-04 11:48,iPhone 13,0,0,0
OEGebk6Ke,#神十八回家#今天，中国空间站第七批空间科学实验样品随神十八顺利返回。本次下行科学实验样品涉及空间生命科学、空间材料科学、微重力燃烧科学等领域28项科学实验项目，总重量约34.6公斤。目前，中国科学院空间应用中心已对返回的生命实验样品基本状态进行检查确认，交付科学家开展后续研究。转发点赞，期待新的研究成果 ,,无,无,无,2024-11-04 11:48,iPhone 13,0,0,0
OEF5TmRPH,#孙颖莎生日#【#世界乒联祝孙颖莎健康快乐#：向着更高的目标继续前进！】#世界乒联称孙颖莎是赛场上耀眼的光#11月4日，@孙颖莎 24岁生日，@WTT世界乒联 发文祝福生日，称“你是赛场上那耀眼的一束光每一次挥拍，都充满了力量与决心。新的一岁继续大“莎”四方，斩获更多荣耀，永远健康快乐，向着更高的目标继续前进！” ,,无,无,无,2024-11-04 08:55,iPhone 13,0,0,0
OEF5wnitS,#美国大选#【#美国大选花了14700000000#】彭博社11月1日发文称，1.1万个政治团体为美国2024年大选活动花费了147亿美元。文章开篇一针见血指出，美国的政治体系依赖金钱，而且是大量的金钱。由于美国法律对美国总统选举和国会议员选举的资金投入没有限制，随着民主、共和两党的斗争白热化，广告、短信、邮件等拉票内容向选民席卷而来。《福布斯》杂志统计，哈里斯获得大约80名亿万富翁支持，特朗普得到大约50名亿万富豪相助。美国相关数据公司预测，2024年美国总统选举将是有史以来最昂贵的一次。 ,,无,无,无,2024-11-04 08:54,iPhone 13,0,0,0
OEyGyxvqU,#美国大选##特朗普被马斯克通知或遭暗杀##美国大选# 马斯克別趟这个选举的政治混水了，地球人还等着你创新科技造福人类移民火星呢。美国就是一群军火商在控制着，特朗普不喜欢打仗，这样无疑就是破坏了别人的利益，      美国有多可怕，连一个前总统和世界首富的命都要遭暗杀，这是一个没有一点文明，法制的国家，就是-个丛林法则，黑暗霸道的国家， http://t.cn/Rxuq3kW 显示地图 ,,无,无,#美国大选#,2024-11-03 16:36,iPhone 13,0,0,0
OEyGr789h,#姜萍事件通报#【#王某某为姜某竞赛提供帮助被处分#】#姜萍和指导老师决赛阅卷后未获奖#11月3日，阿里巴巴全球数学竞赛组委会发布情况说明：江苏省涟水中等专业学校教师王某某和其指导的学生入围决赛，引发社会关注。根据决赛阅卷结果，二人未获奖。王某某在预选赛中对其指导的学生提供帮助。同日，王某某所在学校#涟水中专发布情况通报#：给予王某某诫勉谈话处理，取消年度评优。 ,,无,无,无,2024-11-03 16:36,iPhone 13,1,0,0
OEwRda9M2,#T1夺冠##BLG原班人马再战一年可能性多大#【#Bin再发博回应不敌T1#】Bin：当太阳升起时，就把昨天忘掉。此前曾发文：对不起 就差一点点 永远尊重faker永远尊重t1 ！ 据@召唤师Park LOL冬季转会期将在两周后开启，多位BLG选手合同到期，再加上工资帽升级，BLG保持原班人马再战一年几乎是不可能的事情。#T1夺冠# ,,无,无,无,2024-11-03 11:57,iPhone 13,0,0,0
OEwR4vpQX,#姜萍事件通报##姜萍数学竞赛系老师提供帮助##王某某为姜萍竞赛提供帮助被处分#阿里巴巴全球数学竞赛结果出炉，姜萍未获奖&其指导教师违规11月3日，此前以中专生身份入围阿里巴巴全球数学竞赛决赛名单的姜萍的母校江苏省涟水中等专业学校回应称，教师王某某对指导的学生提供帮助，违反了预选赛关于“禁止与他人讨论”的规则。经研究，江苏省涟水中等专业学校给予王某某诫勉谈话处理，取消本年度评先评优资格。 ,,无,无,无,2024-11-03 11:56,iPhone 13,0,0,0
OEv7hq9vr,#神十九发射#【#中国空间站的钥匙就是接力棒#】#神十八航天员完成全部既定任务# 11月1日，神舟十八号、神舟十九号航天员乘组进行交接仪式，两个乘组移交了中国空间站的钥匙。航天员蔡旭哲表示：“这把空间站的钥匙代表着接力棒，更代表着沉甸甸的使命和责任，我们一定会把空间站维护好、经营好、管理好。” 截至目前，神舟十八号航天员乘组已完成全部既定任务，将于11月4日乘坐神舟十八号载人飞船返回东风着陆场。 ,,无,无,无,2024-11-03 07:31,iPhone 13,0,0,0
OErmfym1z,#美国大选#【#美国选民抱怨在机器上无法给特朗普投票#最终显示票归哈里斯！】日前，社交媒体上的一段视频显示，美国肯塔基州一处投票点的机器出现故障，选民在机器上点特朗普的名字时，总是点不上，最后机器却显示哈里斯的名字被点中。据悉，该州检调部门已受理相关投诉。#特朗普或再次提前宣布胜选##2024年美国大选# ,,无,无,无,2024-11-02 21:57,iPhone 13,1,0,0
OEqPurdnz,#美国大选#【#特朗普或再次提前宣布胜选##美国民警卫队紧急待命防内乱#】2024年美国大选投票日即将到来，民主党人猜测，特朗普可能再次提前宣布获胜。与此同时，近80%美国注册选民担心，今年大选后可能发生试图推翻选举结果的暴力事件。11月1日华盛顿州启动国民警卫队保持待命，以应对今年大选期间可能发生的“内乱”。2020年美国大选时，特朗普曾提前宣布胜选。 ,,无,无,无,2024-11-02 20:36,iPhone 13,1,0,0
OEntqf3UJ,#美国大选##特朗普和哈里斯决战摇摆州#【#特朗普与哈里斯继续决战摇摆州#】据美国广播公司1日报道，当天晚上美国民主党总统候选人、副总统哈里斯和共和党总统候选人、前总统特朗普将在威斯康星州密尔沃基县举行对决集会，双方集会地点相距7英里。这是二人在这个摇摆州最大县争取选票最后努力的一部分。此前一天，特朗普和哈里斯在内华达州的不同城市举行了竞选集会，双方的竞选团队都认为必须赢得该州。 ,,无,无,无,2024-11-02 12:03,iPhone 13,0,0,0
OElEzpm2J,#为亡弟追凶案#【#追凶姐姐为取证与嫌犯网聊3年#】#姐姐为弟追凶24年嫌犯今日受审#“姐姐为亡弟追凶24年案”，2024年11月1日将在湛江市中级人民法院开庭。1992年底，李海玉9岁弟弟李焕平被易某华从学校带走。3个月后，警方在一片甘蔗地发现一具疑似尸体。李海玉的家人辨认后确定为李焕平，将尸体在当地落葬。1997年，20岁的李海玉开始天南地北地追凶，期间她被人骗过钱，差点被拐卖，丈夫与她离婚，父亲郁郁而终。2016年夏天，李海玉找到已经更名为易某青的易某华与对方搭讪，之后网聊三年套取信息。“2019年3月5日，他终于承认这两个名字都是他。”李海玉说，2020年5月，易某华落网后供述了作案过程。但当年埋尸的地方多次施工，尸体已无法找到，案卷材料又丢失，无法形成证据闭环，易某华后被释放。李海玉说，这次易某华被移交起诉，希望能有一个确凿的结果。 ,,无,无,无,2024-11-02 07:25,iPhone 13,0,0,0
OEcyRuwCg,#台风康妮#🌙 昨晚，台风“康妮”的中心由台湾省彰化县移入台湾海峡，随后减弱为强热带风暴级，今早4点前后移入东海西南部海面。中央气象台发布台风、暴雨双预警↓ 今明两天，杭州湾、江苏沿海、上海沿海、浙江沿海、福建中北部沿海、台湾岛北部和东部沿海将有6-8级大风，阵风9-10级。 今明两天，江苏东南部、上海北部和东南部、浙江东北部等地局地有大暴雨，与历史同期相比，降水具有极端性。注意防范！  📑 台风的威力不仅来源于风速，还与其背后复杂的气象原理密切相关。从眼壁置换到云层结构，台风中隐藏了很多科学奥秘，例如，台风眼壁的重组过程会导致风速急剧增加，这是由于内部气流重新分布和能量的重新配置。了解这些原理，不仅能让我们更好地应对自然灾害，还能让你在生活中更敏锐地观察自然现象。 ,,无,无,无,2024-11-01 08:16,iPhone 13,1,0,0
OEcjftIZW,#美对台军售##美方抽台湾的血养肥自己的军工#针对美国国防部宣布批准价值19.88亿美元对台军售案，包括地空导弹系统和雷达系统的记者提问，中国国防部发言人进行了回答。几件美制武器无法改变两岸军事力量对比态势，更阻挡不了中国终将统一的历史大势。中国人民解放军持续强化练兵备战，全面提升打赢能力，坚决捍卫国家主权和领土完整。#国防部说台独武装那点儿事不难掌握# ,,无,无,无,2024-11-01 07:38,iPhone 13,0,0,0
OEciWwMLu,#神十九发射#【#牧民让出最好牧场托举神舟梦想#】#为什么说历史选择了额济纳#今天凌晨，神舟十九号载人飞船腾空而起、直冲云霄。迄今已有19艘神舟飞船和200多颗卫星在酒泉卫星发射中心成功发射。这里，是中国航天员出征太空的起点，也是他们返回地球的落点。60多年前，额济纳牧民为了国防建设，赶着牛羊，腾出6万多平方公里的草场，一代代额济纳人，见证了中国航天事业的起步、发展、壮大。 ,,无,无,无,2024-11-01 07:37,iPhone 13,0,0,0
OEciugpMm,#李行亮 麦琳#麦琳 句句都提爱句句都伤害麦琳很喜欢强调自己渴望丈夫的爱和强调自己对丈夫的爱。“他没有那么关心我没有那么爱我”“因为我是最爱他的人”但是她日常的一些表现就是挺伤害人的吧不明确说出自己的需求显得自己不被重视，还喜欢打击李行亮。主持人问假定没有他，你的生活会变好还是变坏麦琳的回答是心理上难承受但是生活品质有质的飞跃句句都在强调爱，但是说出的却都是伤害爱人的话 ,,无,无,无,2024-11-01 07:36,iPhone 13,0,0,0
OEcilnnm2,#美国大选#美国大选很可能又要耍赖！特朗普现在在7个摇摆州选票领先于哈里斯，真的是摇遥领先，如果七个摇摆州被特朗普全部拿下，那基本上做美国总统是没有问题的，但问题是2020年的时候，特朗普也是领先拜登的，而且最后投票的最后一时刻也是总票数领先拜登的，但是因为美国奇葩的选举人制度，不仅有“阴谋”还有“阳谋”，最后呢，输给了拜登了，也就是说按照目前票数的话，特朗普要赢，但是最后能不能赢，取决于中间有没有什么猫腻，而这个猫腻我认为现在大概率要是存在的。为什么呢？因为美国有太多人不想特朗普当总统了，特朗普去了这个麦当劳去炸了个薯条，马上麦当劳就爆出问题来了！接着，特朗普获得了马斯克的大笔捐款之后，马上比尔盖茨给哈里斯就捐了5000万美元，也就是说跟特朗普是针锋相对的，拜登现在输不起，拜登背后那一群大资本家利益集团更是输不起呀！怎么可能眼睁睁把特朗普送上总统宝座呢？所以到最后的一刻，不知道还要出什么幺蛾子，不然的话，特朗普赢的那可就太简单太舒服了。 ,,无,无,无,2024-11-01 07:36,iPhone 13,0,0,0
OEci9gw4X,#台风康妮#【注意防范！#超强台风康妮今日将登陆台湾沿海#】#上海或将迎1981年来11月最大降雨#今年第21号台风“康妮”（超强台风级）预计将于31日中午前后在台湾岛东部沿海登陆，不排除在向东北方向移动过程中登陆福建和浙江沿海的可能性。将给东南沿海地区带来持续的强风雨天气。31日傍晚到11月1日，上海市有大暴雨。降水具有极端性，有可能成为1981年以来11月最大降水过程。注意防范！ ,,无,无,无,2024-11-01 07:35,iPhone 13,0,0,0
OEc5LFGgr,#微博影像年##发现美好# 昨晚，我们携手共同创造温馨而精彩的万圣节装饰，让我们的家园因这些可爱的装扮而焕发生机！门前南瓜灯已经刻好，火红的长布悬挂空中，传递出欢乐的气氛。屋顶的鬼魅装饰品准备好了吗？深蓝色的彩灯宛如繁星，悄然装点出一种独特的夜晚神秘感。蝙蝠的翼角也在家中装饰架上蓄势待发，仿佛即将展翅飞翔。在这温馨的夜晚，我们用心布置的每一个角落都仿佛在诉说着万圣节的故事。我们的笑容和欢声笑语，将在这片温馨的装饰中更加灿烂。我们为孩子们准备了各种糖果和惊喜小礼物，让他们在欢乐的节日里感受到家的温暖。而那些精美的南瓜灯和神秘的装饰品，更是为这个夜晚增添了无尽的乐趣。期待每一个邻居的笑声和热情的互动，将这个温馨的夜晚推向高潮。记住，不论白天黑夜，只要心有期盼，快乐就在其中。愿我们每个人的笑容和温情如烛光般，在这个特别的日子里照亮彼此的心房。万圣节快乐！愿我们的家因这些温馨的装饰而更加美好！ [组图共9张] 原图 ,,"https://ww4.sinaimg.cn/large/adf0a8c9gy1hv6d472fcoj215e0u0k54.jpg,https://ww4.sinaimg.cn/large/adf0a8c9gy1hv6d47jz2qj21400u0129.jpg,https://ww1.sinaimg.cn/large/adf0a8c9gy1hv6d485pvxj217d0u0k29.jpg,https://ww4.sinaimg.cn/large/adf0a8c9gy1hv6d6piemfj21400u011n.jpg,https://ww2.sinaimg.cn/large/adf0a8c9gy1hv6d6pv77kj21400u0do5.jpg,https://ww2.sinaimg.cn/large/adf0a8c9gy1hv6d6p5ycgj218t0u048z.jpg,https://ww2.sinaimg.cn/large/adf0a8c9gy1hv6d6q7rc6j20u0140aiw.jpg,https://ww3.sinaimg.cn/large/adf0a8c9gy1hv6d6qjo8fj21400u07db.jpg,https://ww4.sinaimg.cn/large/adf0a8c9gy1hv6d6qvur8j20u0140qd9.jpg",无,无,2024-11-01 07:05,iPhone 13,0,0,0
OE8PHznhk,#万圣节#在每年的11月1日，是西方的传统节日。10月31日是万圣节前夜，是这个节日最热闹的时候。它起源于凯尔特人传统的萨温节，凯尔特人认为这一天是新旧年交替的时刻，阴阳两界的界限变得模糊，鬼魂会来到人间。人们会点燃篝火、穿上奇装异服来驱赶鬼魂。现在，万圣节主要意义是欢乐和分享。在这一天，人们会举办各种派对，孩子们会穿上各种造型的服装，如吸血鬼、女巫、超级英雄等，挨家挨户敲门要糖果，喊着“不给糖就捣蛋”，充满了欢乐的氛围，也是大家分享糖果、分享快乐的时候。同时，万圣节也成了商家促销和文化交流的契机。你会过万圣节吗？ ,,无,无,无,2024-10-31 22:47,iPhone 13,0,0,0
OE8Psvd19,#姚明不再担任篮协主席##姚明离任# 姚明说，担任中国篮协主席的经历很宝贵，有不少收获，遗憾的则是国家队的成绩和表现没有达到预期。之所以选择在这个时候离开中国篮协，主要还是基于对中国篮球未来的考虑。按照章程，姚明的第二届任期还剩两年左右，他希望为新班子留下一个完整的奥运周期，以便他们更好地开展工作。 ,,无,无,无,2024-10-31 22:46,iPhone 13,0,0,0
OE8P4AbaR,#哈里斯与拜登垃圾言论划清界限#美国大选进入最后阶段，拜登一句“特朗普的支持者是垃圾”的言论引发巨大争议。特朗普10月30日坐着一辆垃圾车前往威斯康星州的竞选集会，对拜登的言论进行讽刺。他还对记者说：“你喜欢我的垃圾车吗？这辆卡车是用来向哈里斯和拜登致敬的。”他还说：“拜登发表了一个这样的言论，真是耻辱啊。”与此同时，美国副总统哈里斯10月30日被问及拜登的“垃圾”言论时回应说：“听着，我认为，首先，他澄清了他的评论。但让我明确一点：我强烈反对因为民众的投票选择，而对他们发出批评。你们昨晚听到了我的演讲，并且在我的职业生涯中不断地听到。我相信我所做的工作是代表所有人，不管他们是否支持我。” ,,无,无,无,2024-10-31 22:45,iPhone 13,0,0,0
OE7OP7Lll,#台风康妮#今年第21号台风“康妮”，今天（10月30日）早晨增强为超强台风，11时其中心位于距离台湾省台东市东南约520公里的太平洋洋面上，中心附近最大风力有17级，中心最低气压为925百帕，七级风圈半径380～480公里。预计“康妮”将以每小时15～20公里的速度向西北方向移动，强度还将有所增强，将于31日中午到下午在台湾岛南部或中部登陆，尔后沿浙闽沿海一带近海北上（也可能在上述沿海地区登陆或擦过），强度迅速减弱。 ,,无,无,无,2024-10-31 20:12,iPhone 13,0,0,0
OE6VBk7hg,#台风康妮#【#上海提醒市民适量囤水囤粮# 明后天将有大暴雨】受今年第21号台风“康妮”外围环流和冷空气共同影响，10月31日傍晚到11月1日，上海市有大暴雨，过程雨量120～180毫米，东南部可达220～280毫米，最大小时雨强40～70毫米，降水具有极端性，有可能成为1981年以来11月最大降水过程；31日夜里起风力逐渐增大，11月1日最大陆地阵风8～9级，洋山港区阵风10～11级。 ,,无,无,无,2024-10-31 17:56,iPhone 13,0,0,0
OE6Vt1CjO,#美国大选#【#特朗普坐垃圾车回应拜登垃圾言论#】10月30日，拜登称特朗普支持者是垃圾引巨大争议后，特朗普开着一辆垃圾车前往威斯康星州的竞选集会。特朗普身穿橙色反光背心，坐在垃圾车里回答记者的提问。哈里斯当天也被问及拜登的“垃圾”言论，她称拜登澄清了自己的评论，但她强烈反对因为民众的投票选择而对他们发出批评。29日，拜登在回应特朗普集会一嘉宾涉种族歧视言论时称特朗普的支持者都是“垃圾”。拜登随后发文澄清称“垃圾”是在形容这名嘉宾发表的仇恨言论。 ,,无,无,无,2024-10-31 17:56,iPhone 13,0,0,0
OE6yt6Fvl,#朝鲜试射导弹#【#外交部回应朝向韩方发射洲际弹道导弹#】31日外交部发言人林剑主持例行记者会，有记者问，朝鲜今天向韩国东部海域发射了一枚洲际弹道导弹，这是朝鲜今年以来首次发射洲际弹道导弹。韩国和美国谴责了本次发射，并表示将作出强有力的回应。韩国总统府表示，将与乌克兰开展讨论，派遣特使以应对朝鲜向俄罗斯派兵一事，中方如何看待当前局势？ ,,无,无,无,2024-10-31 16:59,iPhone 13,1,0,0
OE6xFmruT,#青岛通报网传代孕事件#【青岛通报“两公司非法代孕”】10月30日，青岛市联合调查组发布情况通报：针对网传青岛美克生物科技有限公司和青岛春孕试管婴儿咨询有限公司存在“代孕”情况，青岛市卫健、公安、市场监管等部门组成联合调查组依法依规展开调查。经查，两家公司法定代表人均为丛某某，针对其组织人员非法实施人类辅助生殖技术的行为，相关部门已分别依法立案。丛某某涉嫌犯罪，被公安机关依法逮捕，案件正在侦办中。 ,,无,无,无,2024-10-31 16:57,iPhone 13,0,0,0
OE6xydFWS,#台风康妮##受台风康妮影响部分铁路停运# 据中央气象台，台风康妮加强为超强台风。预计，将于今天夜间进入台风24小时警戒线。31日白天将在台湾岛东部沿海登陆，尔后穿过台湾岛向浙闽一带沿海靠近。中国铁路南昌局集团有限公司计划于10月31日14时至11月1日12时停运管内福平、温福、衢宁铁路全部和峰福铁路延平东至福州等线路区段旅客列车。东航也发布变更及退票政策，涉及台湾地区、福建省、浙江省相关航线。 ,,无,无,无,2024-10-31 16:57,iPhone 13,0,0,0
OE5Vnu2S8,#台风康妮#【大风】今天因为台风康妮影响，在福建沿海，台湾多地阵风达到了12级以上。其中台湾兰屿，今晨5-6时观测到了78.2米/秒的阵风，超17级（图2中，内网系统默认匹配18级是不严谨的）。风力表中，风速超过61.2米/秒，就是超17级。70米/秒是超17级，700米/秒也是超17级，7000米/秒还是超17级，没有18级。 ,,无,无,无,2024-10-31 15:23,iPhone 13,0,0,0
OE5Vh6Ojz,#美国大选#【#特朗普妄称大陆若对台动武将征200%关税#，国台办回应】国务院台办10月30日上午举行例行新闻发布会，发言人朱凤莲回答记者提问。有记者问，美国共和党总统候选人特朗普日前受访谈到台湾问题时称，若其当选后“中共对台湾动武”，将对中国大陆征收150%至200%关税。他还称“如果台湾要美国保护，就该缴保护费”。对此有何评论？ ,,无,无,无,2024-10-31 15:22,iPhone 13,0,0,0
OE5eO1ijz,#美国大选#【#特朗普坐垃圾车回应拜登垃圾言论#】#哈里斯与拜登垃圾言论划清界限# 美国大选进入最后阶段，拜登一句“特朗普的支持者是垃圾”的言论引发巨大争议。特朗普10月30日坐着一辆垃圾车前往威斯康星州的竞选集会，对拜登的言论进行讽刺。他还对记者说：“你喜欢我的垃圾车吗？这辆卡车是用来向哈里斯和拜登致敬的。”他还说：“拜登发表了一个这样的言论，真是耻辱啊。” ,,无,无,无,2024-10-31 13:38,iPhone 13,0,0,0
ODYPO6lB4,#失孤原型案##失孤原型郭刚堂之子被拐案二审宣判#【维持原判！电影《失孤》原型郭刚堂之子被拐案二审宣判】#解清帅父子到山东声援郭刚堂# 山东省高级人民法院对呼富吉、唐立霞拐卖儿童案做出二审宣判，驳回上诉，维持原判。此前山东省聊城市中级人民法院的一审判决中，被告人呼富吉犯拐卖儿童罪，判处死刑，缓期二年执行，剥夺政治权利终身，并处没收个人全部财产，对被告人呼富吉限制减刑。被告人唐立霞犯拐卖儿童罪，判处无期徒刑，剥夺政治权利终身，并处没收个人全部财产。 ,,无,无,无,2024-10-30 21:20,iPhone 13,0,0,0
ODVLTCTRi,#动车机械师被撞##南京市区一天发生两起野猪目击事件#【南京野猪侵入铁路致机械师死亡：同日市区发生两起野猪目击事件，近三年涉野猪警情近2000起】#近三年南京涉野猪警情近2000起#10月27日，南京南站多趟车次延误，29日上午，南京铁路相关部门通报，27日下午，因高铁列车撞上野猪，随车机械师下车查看被另一列高铁撞击身亡。上游新闻记者注意到，在同日下午，南京市区发生两起野猪目击事件，其中一起发生在南京火车站附近一处酒店，此处与发生事故的高铁线都在野猪经常出没的紫金山附近。近年来，南京紫金山等地区野猪出没频繁，相关人士表示，根据程序，主管部门可以猎捕进行种群调控。 ,,无,无,无,2024-10-30 13:32,iPhone 13,1,0,1
ODVLpkERp,#神十九发射#【转！最新消息！#神十九与空间站完成对接#】#太空有了6个中国人# 据中国载人航天工程办公室消息，神舟十九号载人飞船入轨后，成功对接于空间站天和核心舱前向端口。随后，3名航天员将从神舟十九号载人飞船进入空间站天和核心舱。神舟十八号航天员乘组已做好迎接神舟十九号航天员乘组进驻各项准备工作。点赞中国航天！#祝贺中国90后成功上太空#http://t.cn/A6nVuYgi @载人航天小喇叭 http://t.cn/A6nVre8A ,,无,无,无,2024-10-30 13:31,iPhone 13,0,0,0
ODVLkjfTx,#美国大选##哈里斯连续三天演讲被抗议#【连续第三天 哈里斯演讲遭遇抗议者：听到了 我也想结束加沙战争】据美媒报道，10月28日，美国民主党总统候选人哈里斯在演讲中再次遇到抗议者，她说：“我听到了你们关于加沙问题的声音，我们都希望这场战争尽快结束，救出人质，我会尽我所能去做到。” http://t.cn/A6nc3zKJ ,,无,无,无,2024-10-30 13:30,iPhone 13,0,0,0
ODVoAmO3F,#买车一个理由就够了# 那就是氛围灯，让夜晚的驾驶更加浪漫 🌙我是一位坐标武汉，年龄39岁的毛发科普医生，用车场景主要是上下班通勤和周末短途旅行。在买车时，最能让我开心和满足的一个功能就是氛围灯 💡。记得有一次，我和朋友们去郊外露营，晚上围着篝火聊天，大家都很兴奋。然而，由于周围环境比较暗，我们无法看清楚对方的表情。这时，我突然想起我的车上有氛围灯这个功能，于是我按下按钮，车内的氛围灯瞬间亮了起来。红色、蓝色、绿色......五彩斑斓的灯光照亮了我们的脸庞，仿佛我们置身于一个童话般的世界。大家纷纷拿出手机拍照留念，气氛变得更加热闹。从那以后，我就深深爱上了车上的氛围灯这个功能，它让我的驾驶变得更加有趣和浪漫。氛围灯不仅能让我在夜晚的驾驶中感受到温馨与舒适，还能为我的出行增添一份时尚感。有时候我会根据不同的心情和场合选择不同的颜色，比如在约会时选择温柔的粉色，而在朋友聚会时则选择活力四溢的蓝色。此外，氛围灯还可以作为车载音响的背景光，让音乐与灯光相互辉映，营造出一种独特的氛围。总之，氛围灯是我在购车时最钟爱的一个功能点，它让我的驾驶变得更加有趣、浪漫且富有个性。如果你也是一位热爱生活、追求品质的车主，那么不妨考虑一下为自己的座驾添置一盏氛围灯吧！让我们一起在夜晚的驾驶中感受这份特别的浪漫与温馨 💕。 [组图共3张] 原图 ,,"https://ww1.sinaimg.cn/large/adf0a8c9gy1hv4bhruwzej20wi13s7cs.jpg,https://ww1.sinaimg.cn/large/adf0a8c9gy1hv4bhsbimoj20wi12jdoo.jpg,https://ww3.sinaimg.cn/large/adf0a8c9gy1hv4bhsvu9hj20wi13rwow.jpg",无,无,2024-10-30 12:34,iPhone 13,0,0,0
ODNI0ueWx,#神十九将发射#【#王浩泽重新定义普普通通#】据中国载人航天工程办公室10月29日消息，执行神舟十九号载人飞行任务的航天员乘组由蔡旭哲、宋令东、王浩泽3名航天员组成，蔡旭哲担任指令长。#王浩泽从做火箭到坐火箭# 王浩泽表示，我没想到我一个普普通通的火箭发动机设计员，能够有一天成为航天员，我感觉这件事太酷了。经任务总指挥部研究决定，瞄准北京时间10月30日4时27分发射。祝一切顺利 ,,无,无,无,2024-10-29 17:00,iPhone 13,0,0,0
ODMI5DhVN,#美国大选##美国多地大选投票箱起火#【#美国多地大选投票箱遭人为纵火#，数百张选票受损，美国警方：多起纵火事件有关】当地时间10月28日，美国俄勒冈州波特兰警察局发言人表示，一辆可疑汽车与俄勒冈州和华盛顿州的选票投票箱纵火事件有关。据悉，虽然投票箱都配备了灭火系统，但是华盛顿州温哥华市的投票箱灭火系统未能有效工作，导致数百张选票被毁；俄勒冈州波特兰有三张选票被毁。 ,,无,无,无,2024-10-29 14:28,iPhone 13,1,0,1
ODMHZxEgX,#生育补贴#【#卫健委回应奖励三孩家庭1.3万#：暂无人申请，很多人咨询】#很多人咨询奖励三孩家庭1.3万# 10月25日，江西省赣州市上犹县出台文件，给出了生育配套支持十项保障政策。该方案自10月22日起已施行，试行2年。具体政策有生育奖励，对生育二孩、三孩的家庭，生育后且已在上犹县上户口的分别给予一次性奖励7000元、13000元。此外，还有产假优待、孕期服务和购房补贴等优待政策。10月28日，@九派新闻 联系到上犹县卫生健康委员会，一位工作人员介绍，方案中提及的十项保障政策是自文件印发之日起施行，该文件于2024年10月22日下发，即当日凌晨起就能享受这些政策。 ,,无,无,无,2024-10-29 14:28,iPhone 13,0,0,0
微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
P1YCnmdXC,#羽绒骗局曝光#天冷了，羽绒服成了香饽饽。但有些逐利的人向孩子下手了，用飞丝替代羽绒，售卖不达标的羽绒服。所以现在买东西一定要小心。尽量买一些有产品溯源，有品牌认证，有大牌保底但也不要谈虎色变，一杆子打翻一船人  ,,无,无,无,2024-11-25 21:39,iPhone 13,0,0,0
P1XFwklxF,#羊毛月言论争议#“羊毛月”因发布一则吐槽年轻人找工作难的视频，引发轩然大波。一句“00后不是整顿职场吗？怎么职场都进不去呢？”让“800万粉丝网红”没了“800万粉丝”。  ,,无,无,无,2024-11-25 19:14,iPhone 13,0,0,0
P1XFj1yAq,#羽绒骗局曝光##冬天如何选一件不踩坑的羽绒服##羽绒骗局曝光# 买羽绒服认识洗水标不踩坑 羽绒服怎么选推荐建议小技巧 鹅绒服的真假辨别避坑避雷指南 新国标羽绒服执行标准GB/ T14272-2021已经把含绒量修改为绒子含量了 凡事不敢标注清楚的都是以次充好想卖高价的货;千万注意了 认准新国标  ,,无,无,无,2024-11-25 19:14,iPhone 13,0,0,1
P1X8fdYFX,#植发#要找靠谱的机构和人，比如我#植发#不仅有效果保障。而且越来越好  原图 ,,https://wx2.sinaimg.cn/large/adf0a8c9gy1hvymsi51v3j20u01400zh.jpg,无,无,2024-11-25 17:52,微博网页版,1,0,1
P1WZ73aWb,#货拉拉保时捷纠纷#维权的大哥情绪有点激动，但是人家主张正常的权益，人家只想要回自己劳动所得，怎么就这么困难？  ,,无,无,无,2024-11-25 17:30,iPhone 13,0,0,0
P1WYMCt0f,#国际消除家暴日#【#别再问她他为什么打你#】#当身边人遭家暴我们该怎么办#每当听到有女性遭受来自伴侣的家暴，我们对施暴者满腔怒火的同时，也会对家暴受害者“恨铁不成钢”：你怎么不敢反抗？怎么不离开这个家？为什么反复原谅？北京市千千律师事务所执行主任吕孝权律师表示：“只有尽快构建起社会系统性资源支持体系，才能让受害人遭受家暴后不会有任何犹豫、坚定维权。”11月25日是联合国“制止暴力侵害妇女行为国际日”，旨在制止一切形式的针对妇女的暴力行为。 ,,无,无,无,2024-11-25 17:29,iPhone 13,0,0,0
P1WYECGjL,#王楚钦夺冠##WTT福冈总决赛2024# 男单冠军之路🏆  #王楚钦# ——3-1帕特里克·弗朗西斯卡(GER)➡️3-1特鲁斯·莫雷加德(SWE)➡️4-1达科·约奇克(SLO)➡️4-0张本智和(JPN)  ,,无,无,无,2024-11-25 17:29,iPhone 13,0,0,0
