微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
OEwIpD2a5,#姜萍事件通报# 【#学校回应姜萍及其老师初赛违规#】11月3日，江苏省涟水中等专业学校发布情况通报：据调查了解，在2024阿里巴巴全球数学竞赛预选赛中，我校教师王某某对指导的学生提供帮助，违反了预选赛关于“禁止与他人讨论”的规则。经研究，我校给予王某某诫勉谈话处理，取消本年度评先评优资格。#涟水中专发布情况通报# 原图 ,,https://wx4.sinaimg.cn/large/006UnhTFly1hv8w948v08j30hs0pstcp.jpg,无,无,2024-11-03 11:35,无,2,1,0
OEwHpifq6,【#全球数学竞赛获奖者超4成来自北大# 】11月3日，阿里巴巴达摩院官网发布《2024阿里巴巴全球数学竞赛获奖名单》，共有86名选手获奖，其中金奖5名，银奖10名，铜奖20名，优秀奖51名。获奖名单显示，在86位获奖选手中，有39位获奖者来自@北京大学，占获奖者的4成以上。 #数学竞赛组委会对赛制和管理致歉##阿里巴巴全球数学竞赛获奖名单公布# 原图 ,,https://wx4.sinaimg.cn/large/006UnhTFly1hv8w6i8rwmj30hs0c6my6.jpg,无,无,2024-11-03 11:32,无,1,0,0
OEwF9yhsV,#王某某为姜某竞赛提供帮助被处分##姜萍事件通报# 经研究，我校给予王某某诫勉谈话处理，取消本年度评先评优资格。我校将进一步加强师德师风和校风学风建设，教育引导师生树立正确的价值观和成才观，鼓励师生踏实上进。同时，恳请广大公众对未成年人给予更多包容和爱护。 #姜萍数学竞赛系老师提供帮助#  ,,无,无,无,2024-11-03 11:27,无,6,1,1
OEwpIp6cg,【#姜萍母校发布情况通报#】#姜萍事件通报# 据江苏省涟水中等专业学校2024年11月3日消息，据调查了解，在 2024阿里巴巴全球数学竞赛预选赛中我校教师王某某对指导的学生提供帮助，违反了预选赛关于“禁止与他人讨论”的规则。 经研究，我校给予王某某诫勉谈话处理，取消本年度评先评优资格。我校将进一步加强师德师风和校风学风建设，教育引导师生树立正确的价值观和成才观，鼓励师生踏实上进。同时，恳请广大公众对未成年人给予更多包容和爱护。 #涟水中专发布情况通报# ,,无,无,无,2024-11-03 10:49,无,3,0,1
OEwpo48OP,#姜萍事件通报#【#姜萍初赛成绩违反规则#】阿里巴巴全球数学竞赛组委会3日发布情况说明称，阿里巴巴全球数学竞赛获奖名单已正式发布，共有86名选手获奖，其中金奖5名，银奖10名，铜奖20名，优秀奖51名。我们对各位获奖选手表示祝贺，并衷心感谢大家对本届竞赛的关注和支持。在本届竞赛中，江苏省涟水中等专业学校教师王某某和其指导的学生入围决赛，引发社会关注。根据决赛阅卷结果，二人未获奖。据调查了解，王某某在预选赛中对其指导的学生提供帮助，违反了预选赛关于“禁止与他人讨论”的规则。这也暴露出竞赛赛制不够完善、管理不够严谨等问题。对此，我们表示诚挚的歉意！ ,,无,无,无,2024-11-03 10:48,无,2,1,0
OEwnrdOtZ,【#涟水中专发布情况通报#】#王某某为姜萍竞赛提供帮助被处分#江苏省涟水中等专业学校发布情况通报：据调查了解，在 2024 阿里巴巴全球数学竞赛预选赛中，我校教师王某某对指导的学生提供帮助，违反了预选赛关于“禁止与他人讨论”的规则。经研究，我校给予王某某诫勉谈话处理，取消本年度评先评优资格。我校将进一步加强师德师风和校风学风建设，教育引导师生树立正确的价值观和成才观，鼓励师生踏实上进。同时，恳请广大公众对未成年人给予更多包容和爱护。 #姜萍数学竞赛系老师提供帮助#  ,,无,无,无,2024-11-03 10:43,无,3,1,1
OEwn0kmWA,【2024#阿里巴巴全球数学竞赛有关情况说明#】#姜萍数学竞赛系老师提供帮助# 阿里巴巴全球数学竞赛获奖名单已正式发布，共有86名选手获奖，其中金奖5名，银奖10名，铜奖20名，优秀奖51名。我们对各位获奖选手表示祝贺，并衷心感谢大家对本届竞赛的关注和支持。在本届竞赛中，江苏省涟水中等专业学校教师王某某和其指导的学生入围决赛，引发社会关注。根据决赛阅卷结果，二人未获奖。据调查了解，王某某在预选赛中对其指导的学生提供帮助，违反了预选赛关于“禁止与他人讨论”的规则。这也暴露出竞赛赛制不够完善、管理不够严谨等问题。对此，我们表示诚挚的歉意！      阿里巴巴全球数学竞赛作为一项旨在为数学爱好者提供交流平台的民间赛事，组委会将认真听取各方的批评和建议，吸取教训，优化规则，让竞赛活动更加规范。欢迎社会各界继续关心、支持和监督。阿里巴巴全球数学竞赛组委会2024年11月3日 ,,无,无,无,2024-11-03 10:42,无,1,0,0
OEwmGeNvu,#姜萍#【#学校回应姜萍及其老师初赛违规#】#涟水中专发布情况通报#11月3日，江苏省涟水中等专业学校发布情况通报：据调查了解，在2024阿里巴巴全球数学竞赛预选赛中，我校教师王某某对指导的学生提供帮助，违反了预选赛关于“禁止与他人讨论”的规则。经研究，我校给予王某某诫勉谈话处理，取消本年度评先评优资格。#姜萍初赛成绩违反规则#（江苏省涟水中等专业学校） ,,无,无,无,2024-11-03 10:41,无,1,0,1
OEpdn9UeE,#列车脱轨事故##K7034列车脱轨事故亲历者发声# 【#亲历者讲述k7034列车脱轨瞬间#：躺在卧铺上感到强烈震动】11月1日，黑龙江黑河。#K7034列车发生脱轨事故#据哈尔滨铁路局绥化车务段通报：11月1日21时34分许，黑龙江省黑河市地方铁路公司担当的黑河至哈尔滨K7034次旅客列车运行至其管辖的永青站时，发生机后部分车辆脱线，无人员伤亡。亲历乘客郭先生讲述，当时自己躺在卧铺上，突然感到震动得很厉害，非常害怕，随后车厢整个倾斜，下车后看到几个车厢都歪了。后来乘客们被大巴转运走了，现在回想起来仍心有余悸。@搜狐千里眼 ,,无,无,无,2024-11-02 16:29,无,1,0,0
OEnNZoxJ0,#美国大选##特朗普##特朗普和哈里斯决战摇摆州#【#特朗普与哈里斯继续决战摇摆州#】据美国广播公司1日报道，当天晚上美国民主党总统候选人、副总统哈里斯和共和党总统候选人、前总统特朗普将在威斯康星州密尔沃基县举行对决集会，双方集会地点相距7英里。这是二人在这个摇摆州最大县争取选票最后努力的一部分。此前一天，特朗普和哈里斯在内华达州的不同城市举行了竞选集会，双方的竞选团队都认为必须赢得该州。 ,,无,无,无,2024-11-02 12:54,无,3,1,0
OEniqFIbX,#特朗普和哈里斯决战摇摆州##美国大选# 据美国在线网站10月31日报道，内华达州是七个摇摆州中的一个，预计将在11月5日的大选中发挥决定性作用。据报道，拉美裔约占内华达州总人口的 30%，而拉美裔选民传统上是民主党的优势，但特朗普日益获得拉美裔的支持。路透社与益普索集团上月进行的民意调查显示，全美范围内，特朗普获得了38%拉美裔注册选民的支持，高于2020年同期的32%。哈里斯的拉美裔注册选民支持率则为50%。 ,,无,无,无,2024-11-02 11:36,无,2,0,0
OEnhkiBRa,#为亡弟追凶案##姐姐为亡弟追凶以身入局#【#姐姐为亡弟追凶假装与嫌犯网恋#：“嫌犯很色，有一些付出也值得”】“姐姐为亡弟追凶24年案”即“被告人易某某犯故意杀人罪一案”，11月1日将在湛江市中级人民法院开庭。1992年，李海玉9岁的弟弟李焕平在广东湛江遇害，犯罪嫌疑人易某华不知所踪。1997年到2024年，追凶20多年！李海玉终于等来了这一关键时刻，杀害弟弟的凶手即将走上审判法庭。 ,,无,无,无,2024-11-02 11:34,无,1,0,0
OEnhcjUcR,#为亡弟追凶案#【#追凶姐姐为取证与嫌犯网聊3年#】#姐姐为弟追凶24年嫌犯今日受审#“姐姐为亡弟追凶24年案”，2024年11月1日将在湛江市中级人民法院开庭。1992年底，李海玉9岁弟弟李焕平被易某华从学校带走。3个月后，警方在一片甘蔗地发现一具疑似尸体。李海玉的家人辨认后确定为李焕平，将尸体在当地落葬。1997年，20岁的李海玉开始天南地北地追凶，期间她被人骗过钱，差点被拐卖，丈夫与她离婚，父亲郁郁而终。2016年夏天，李海玉找到已经更名为易某青的易某华与对方搭讪，之后网聊三年套取信息。“2019年3月5日，他终于承认这两个名字都是他。”李海玉说，2020年5月，易某华落网后供述了作案过程。但当年埋尸的地方多次施工，尸体已无法找到，案卷材料又丢失，无法形成证据闭环，易某华后被释放。李海玉说，这次易某华被移交起诉，希望能有一个确凿的结果。 ,,无,无,无,2024-11-02 11:33,无,4,5,1
OEngWeMOF,#特朗普和哈里斯决战摇摆州#【#特朗普与哈里斯继续决战摇摆州#】据美国广播公司1日报道，当天晚上美国民主党总统候选人、副总统哈里斯和共和党总统候选人、前总统特朗普将在威斯康星州密尔沃基县举行对决集会，双方集会地点相距7英里。这是二人在这个摇摆州最大县争取选票最后努力的一部分。此前一天，特朗普和哈里斯在内华达州的不同城市举行了竞选集会，双方的竞选团队都认为必须赢得该州。 ,,无,无,无,2024-11-02 11:33,无,2,1,0
OEmTFkne6,#美国大选#【#美股纳指大跌512点#】#特朗普媒体科技集团大跌11%#美股周四收盘，道指跌378.08点，跌幅0.90%，报41763.46点；纳指跌512.78点，跌幅2.76%，报18095.15点；标普500指数跌108.23点，跌幅1.86%，报5705.44点。英伟达(NVDA.O)跌4.7%，特朗普媒体科技集团(DJT.O)跌11%，微软(MSFT.O)跌6%。纳斯达克中国金龙指数收跌1.3%，理想汽车(LI.O)重挫13.5%，蔚来汽车(NIO.N)跌近5%。 #美股# ,,无,无,无,2024-11-02 10:35,无,2,1,0
OEmTakZuB,#美国大选##特朗普起诉CBS索赔100亿##特朗普发起诉讼索赔百亿美元#【特朗普起诉CBS，索赔100亿美元！】据路透社10月31日报道，根据一份法院文件，共和党总统候选人唐纳德·特朗普10月31日起诉美国哥伦比亚广播公司（CBS），称其在10月初播出的《六十分钟》栏目对民主党总统候选人卡玛拉·哈里斯的采访具有误导性。 ,,无,无,无,2024-11-02 10:34,无,2,1,0
OEmSX3ikI,#美国大选#【梳理拜登政府执政成绩单：两位候选人#哈里斯和特朗普谁能做得更不坏#？】#零基础看懂美国大选# 四年前顶着搞“大基建”帽子登场的拜登，最终无奈“退选”。但拜登政府四年的执政，对美国乃至全球经济和局势都造成了不可逆的影响。面对这一地鸡毛，两位总统候选人哈里斯和特朗普都在电视辩论、集会上发表了相应策略。但实际情况是，在不触及美国社会顽疾根本的情况下，这些矛盾无力解决。美国民众面对的选择只能是：两位候选人谁做得更不坏？ ,,无,无,无,2024-11-02 10:33,无,3,1,1
OEmSMlz1b,#美国大选##11个关键因素或将决定美国大选结果#【#谁能入主白宫#？11个关键因素或将决定美国大选最终结果】全世界都在高度关注的美国2024年总统大选，进入最后倒计时。是特朗普重回白宫，还是美国迎来历史上第一位女总统？谁能入主白宫？或许这11个关键因素将决定美国大选的最终结果。（上游新闻综合） ,,无,无,无,2024-11-02 10:33,无,2,1,0
OEmSG8eTA,#美国大选#【#凤凰直击2024美国大选#：白宫记者会取消，#外界质疑拜登被哈里斯下封口令#】美国大选日临近，凤凰观察员王冰汝实探白宫。与硝烟弥漫的美国大选相比，白宫实在是太安静了。美国总统拜登今天一天都在白宫，只是没有任何的公开活动。因此白宫记者们纷纷议论，拜登是不是被哈里斯下了临时的“封口令”。 ,,无,无,无,2024-11-02 10:33,无,2,1,0
OEmSt72Sf,#美国大选#【#美选民投特朗普投票机自动选哈里斯#】#美国两投票机疑故障无法选择特朗普# 10月31日，美国总统大选临近，肯塔基州开始提前投票，选票机疑似出故障。一选民多次试图选择特朗普，然而机器自动选择了哈里斯。当地官员称经检查后，该机器未再出现此前故障，因此断定是选民操作失误，目前这台机器暂时停用。此外阿肯色州一选票机也被报告出现相同故障，当地正在调查中。（编辑：李佩雯 制作：罗伟伟） ,,无,无,无,2024-11-02 10:32,无,2,1,0
OEmQxrxpO,#美国大选##特朗普和哈里斯决战摇摆州#【#特朗普与哈里斯继续决战摇摆州#】据美国广播公司1日报道，当天晚上美国民主党总统候选人、副总统哈里斯和共和党总统候选人、前总统特朗普将在威斯康星州密尔沃基县举行对决集会，双方集会地点相距7英里。这是二人在这个摇摆州最大县争取选票最后努力的一部分。此前一天，特朗普和哈里斯在内华达州的不同城市举行了竞选集会，双方的竞选团队都认为必须赢得该州。 ,,无,无,无,2024-11-02 10:28,无,2,1,0
OElOAisub,#官方通报黑龙江一列车脱线#】#K7034次旅客列车运行中脱线# 据@绥化车务段 通报：受黑河地方铁路K7034次旅客列车脱线影响：途经我段北安、绥化等站旅客可办理全额退票。11月1日21时34分许，黑龙江省黑河市地方铁路公司担当的黑河至哈尔滨K7034次旅客列车运行至其管辖的永青站时，发生机后部分车辆脱线，无人员伤亡。受此影响，途经我段管内北安、绥化等站的旅客可办理全额退票手续。 ,,无,无,无,2024-11-02 07:50,iPhone客户端,0,0,0
OElvs2itN,#美国大选##美选民投特朗普投票机自动选哈里斯##美国两投票机疑故障无法选择特朗普# 10月31日，美国总统大选临近，肯塔基州开始提前投票，选票机疑似出故障。一选民多次试图选择特朗普，然而机器自动选择了哈里斯。当地官员称经检查后，该机器未再出现此前故障，因此断定是选民操作失误，目前这台机器暂时停用。此外阿肯色州一选票机也被报告出现相同故障，当地正在调查中。（编辑：李佩雯 制作：罗伟伟） ,,无,无,无,2024-11-02 07:03,iPhone客户端,1,0,1
OElvqmqcg,#阿云嘎 我的互联网语文老师#“举头望明月，盛唐越千年，江山留胜迹，诗情天地间，坐看水穷云起，凭栏秋水长天，红泥火炉煮酒，谁与青春作伴”一首歌串完了20首唐诗，每一句歌声都带你走进跨越时空走进唐朝的世界。你说要是小时候我的语文老师是阿云嘎，背唐诗这不是一首歌的功夫吗，《宗师列传大唐诗人传》你配享太庙！ ,,无,无,无,2024-11-02 07:03,iPhone客户端,5,2,1
OElv1AmA8,#为弟追凶案受害人曾借米给凶手吃##李海玉不知父亲也在追凶还弄瞎了眼#  11月1日，“姐姐为亡弟追凶26年”案件在湛江市中级人民法院开庭。庭审前，受害者李焕平姐姐李海玉接受@新京报我们视频 专访时讲述，事发前李海玉父亲收留流浪的易某青（易某华）住在家中，易某青没吃的，弟弟曾到处借米给他吃。弟弟遇害后，父亲瞒着家人出走寻凶数年没回家，后来因为长期在外面不吃不喝，弄瞎了一只眼睛。#为弟追凶26载姐姐这些年受苦无数# ,,无,无,无,2024-11-02 07:02,iPhone客户端,6,0,1
OElv1yabR,#吕梁民政局回应为领补贴结婚##吕梁民政局称明年初结婚或大增#10月30日，中共吕梁市委、吕梁市人民政府发布《关于完善生育支持政策体系建设生育友好型社会的若干措施》。在“鼓励适龄青年结婚”一项中规定，2025年1月1日起，在吕梁市登记结婚（双方均为初次登记）且女方年龄在35周岁及以下的夫妇，给予1500元的奖励，由结婚双方在婚姻登记窗口领取。11月1日，这项政策的牵头单位吕梁市民政局婚姻登记科的一位工作人员告诉九派新闻，这两日有不少市民来电咨询，目前市里确实有这项通知和规划，但由于文件刚刚刊发，具体实施细则还未公布，相关措施还有待后续进一步落实。 ,,无,无,无,2024-11-02 07:02,iPhone客户端,1,1,0
OEluYlrVU,#郑钦文说会和巡回赛女孩保持距离#郑钦文：“我的回答很明确：我更喜欢和球员保持距离。我有很多竞争对手。我是那种感情很敏感的人。我不觉得如果我和某人成为朋友，我可以完全在球场上和其竞争。我觉得我不能百分之百的专注和战斗。当我不得不大喊‘come on’时，我做不到。因为我会觉得有点奇怪。在我心里，我觉得如果是朋友，我真的希望她赢。或者她在她的生活中过的很好。这是网球巡回赛的反面。一旦我明白了这一点，我就决定不再试图在巡回赛上交朋友。因为网球世界之外的人太多了。为什么我只能在这里交朋友？我来这里是为了和她们竞争，赢得比赛的。是的，这就是我的观点（笑）。” ,,无,无,无,2024-11-02 07:02,iPhone客户端,0,0,0
OEluzw5uE,#你打工租房吃过哪些苦#本期嘉宾@李俊濠Rimiko 因房东突然涨租需换房，一上来就遇到了“问题”房，不仅电梯不直达得自己爬一层，还因长久未租出飘着过季的柳絮，#打工租房有自己的毒豆角# 家居也有瑕疵；观察室的@呼兰hooligan 感同身受分享了自己在外留学期间不愿多花钱睡了两年客厅的故事，这下租房的苦彻底具像化了#老板不知道的我# ,,无,无,无,2024-11-02 07:01,iPhone客户端,0,0,0
OEluzeunI,#打工租房有自己的毒豆角#本期嘉宾@李俊濠Rimiko 因房东突然涨租需换房，一上来就遇到了“问题”房，不仅电梯不直达得自己爬一层，还因长久未租出飘着过季的柳絮，#打工租房有自己的毒豆角# 家居也有瑕疵；观察室的@呼兰hooligan 感同身受分享了自己在外留学期间不愿多花钱睡了两年客厅的故事，这下租房的苦彻底具像化了#老板不知道的我# ,,无,无,无,2024-11-02 07:01,iPhone客户端,0,0,0
OEluaDqV0,#姐姐追凶26年开庭前抱父亲遗像痛哭##为亡弟追凶26年姐姐开庭前剃了光头# 11月1日，“姐姐为亡弟追凶26年案”在广东省湛江市中级人民法院开庭审理。1992年12月22日，被告人易某华与被害人李某平(殁年9岁)的父亲李某祥，因工资纠纷发生争吵，将被害人李某平从学校带离致其死亡后潜逃。被害人姐姐李海玉从1997年开始天南地北寻找线索，为追凶曾和嫌犯网聊3年，终于找到证据。10月30日，李海玉抵达湛江。她临行前剃了光头，抱着父亲遗像在弟弟埋葬的地方痛哭。在确认杀弟疑凶身份时，她气到咬破舌头又把血咽下。 ,,无,无,无,2024-11-02 07:00,iPhone客户端,1,0,1
OElualQ0x,#K7034列车发生脱轨事故#11月1日，网传黑河开往哈尔滨的K7034列车发生脱轨事故。据该列车一名乘客介绍，事故发生时间大约在晚上10点左右，现场没有看到有人员受伤。新黄河记者就此事致电网传事发地孙吴县并得到县应急管理局确认，一名工作人员告诉记者，该局工作人员已在现场处置，暂未接到人员伤亡报告，火车脱轨原因正在调查中。（新黄河记者：李庆斌）@新黄河·济南时报 ,,无,无,无,2024-11-02 07:00,iPhone客户端,2,0,0
OElu93ifd,#姐姐为弟追凶案被告人当庭翻供#1992年，易某华与被害人李焕平的父亲发生纠纷，将年仅9岁的被害人李焕平带到一甘蔗园内持刀杀害后潜逃。被害人李焕平姐姐李海玉告诉记者，在寻找易某华的20余年时间里，她一直认为弟弟是被其拐带，父亲临死留下遗书也不曾告诉她真相。李海玉从1997年开始寻找易某华下落，为此前往云南、四川、贵州等多地追查，直至2016年在易某华家乡蹲守到他并加上微信，网聊三年才确认其身份。2020年5月，易某华被警方抓获，供述了杀害李焕平的作案过程。目前一审庭审结束，公诉机关量刑建议死刑，择期宣判。#姐姐为弟追凶案公诉机关建议死刑# ,,无,无,无,2024-11-02 07:00,iPhone客户端,2,0,0
OElu81g0Y,#李海玉想在埋葬弟弟处取点黄土带回老家#11月1日上午，“为亡弟追凶26年案”在广东省湛江市中级人民法院开庭。庭审结束后，李海玉接受大皖新闻记者采访时坚定地说：希望判处易某华（被告人）死刑。李海玉说，在庭审中，易某华声称，自己不是故意杀人，“是失手的”，而且态度比较恶劣，没有悔过，没有道歉，还对她及其代理律师“指手画脚”。#为亡弟追凶26年案被告拒不认罪态度嚣张# ,,无,无,无,2024-11-02 07:00,iPhone客户端,1,0,0
OEhtmftbw,#贩卖婴儿#【#救护车司机被举报勾结医生贩卖婴儿##医院称涉嫌贩婴救护车司机系临时聘用#】11月1日上午，知名打拐志愿者“上官正义”发微博称，河南省商丘市宁陵县人民医院120司机王某涛，从2011年开始，勾结该院产科前主任，长期为当地多名村民提供女婴，并为女婴在宁陵县中医院办理了出生证明。11月1日中午，大皖新闻记者从宁陵县卫健委了解到，当地警方已介入调查此事。 ,,无,无,无,2024-11-01 20:47,无,3,2,0
OEhtfFTwt,#贩卖婴儿##河南宁陵通报涉嫌贩婴事件#【#河南4人涉嫌贩婴被采取刑事强制措施#】近日，接到网民反映河南宁陵县人民医院相关人员涉嫌贩婴问题的举报后，宁陵县高度重视，立即成立联合调查组，开展调查工作。目前，公安机关已对4名涉案人员采取刑事强制措施，同时，纪检监察机关也对相关责任人员立案查处。下一步，将加快案件查办进度，依法依纪作出处理。（总台记者刁杰） ,,无,无,无,2024-11-01 20:46,无,3,1,0
OEht1hLmB,#贩卖婴儿##河南宁陵通报医院人员涉嫌贩婴#【河南宁陵通报网传120司机与产科医生涉嫌贩婴：4人被采取刑事强制措施】#官方通报网传120司机与产科医生涉嫌贩婴# 11月1日，河南宁陵县联合调查组发布情况通报：近日，接到网民反映宁陵县人民医院相关人员涉嫌贩婴问题的举报后，宁陵县高度重视，立即成立联合调查组，开展调查工作。 ,,无,无,无,2024-11-01 20:46,无,4,1,0
OEhsU8YKP,#院方回应120司机参与贩卖女婴#【#网传河南一120司机参与贩卖女婴# 医院：系外聘人员，警方已介入调查】近日，打拐志愿者@上官正义 反映，河南省商丘市宁陵县人民医院120司机王某某，勾结医院产科原工作人员贩卖婴儿。11月1日，@新京报 记者从宁陵县人民医院了解到，王某某系外聘人员，经查，医院正式员工不存在参与介绍、贩卖婴儿的问题，目前警方已介入调查。 ,,无,无,无,2024-11-01 20:46,无,3,1,0
OEhsBn3u4,#贩卖婴儿##院方回应120司机参与贩卖女婴#【#网传河南一120司机参与贩卖女婴# 医院：系外聘人员，警方已介入调查】近日，打拐志愿者@上官正义 反映，河南省商丘市宁陵县人民医院120司机王某某，勾结医院产科原工作人员贩卖婴儿。11月1日，@新京报 记者从宁陵县人民医院了解到，王某某系外聘人员，经查，医院正式员工不存在参与介绍、贩卖婴儿的问题，目前警方已介入调查。 ,,无,无,无,2024-11-01 20:45,无,8,5,2
OEfSvFE54,#美国大选追踪##11个关键因素或将决定美国大选结果#【#谁能入主白宫#？11个关键因素或将决定美国大选最终结果】全世界都在高度关注的美国2024年总统大选，进入最后倒计时。是特朗普重回白宫，还是美国迎来历史上第一位女总统？谁能入主白宫？或许这11个关键因素将决定美国大选的最终结果。（上游新闻综合） ,,无,无,无,2024-11-01 16:43,无,5,1,0
OEfMV7nBQ,#官方通报120司机与产科医生涉嫌贩婴#【河南宁陵通报120司机与产科医生涉嫌贩婴：4人被采取刑事强制措施】#宁陵4人涉嫌贩婴被采取刑事强制措施#据健康宁陵：近日，接到网民反映宁陵县人民医院相关人员涉嫌贩婴问题的举报后，宁陵县高度重视，立即成立联合调查组，开展调查工作。目前，公安机关已对4名涉案人员采取刑事强制措施，同时，纪检监察机关也对相关责任人员立案查处。下一步，将加快案件查办进度，依法依纪作出处理。 ,,无,无,无,2024-11-01 16:29,无,4,0,1
OEfMQmtPb,#宁陵4人涉嫌贩婴被采取刑事强制措施#【河南宁陵通报120司机与产科医生涉嫌贩婴：4人被采取刑事强制措施】#宁陵4人涉嫌贩婴被采取刑事强制措施#据健康宁陵：近日，接到网民反映宁陵县人民医院相关人员涉嫌贩婴问题的举报后，宁陵县高度重视，立即成立联合调查组，开展调查工作。目前，公安机关已对4名涉案人员采取刑事强制措施，同时，纪检监察机关也对相关责任人员立案查处。下一步，将加快案件查办进度，依法依纪作出处理。 ,,无,无,无,2024-11-01 16:29,无,1,0,0
OEfDkw3xt,#江西一投资60亿高新产业园烂尾#【江西景德镇一号称投资60亿元的高新产业园二期烂尾，农民工工资拖欠及土地权属不明等纠纷亟待解决】#投资60亿产业园烂尾拖欠农民工工资# 日前，江西省景德镇市浮梁县居民向指尖新闻爆料，称该县号称投资60亿元的以晴5G数字经济产业园（以下称以晴产业园）的二期工程已经烂尾，不但拖欠农民工工资，而且还有土地权属纠纷。 ,,无,无,无,2024-11-01 16:06,无,3,0,0
OEfyqvI0P,#和颂传媒辟谣签约鞠婧祎#】11月1日，丝芭传媒发布声明称，对于鞠婧祎未经许可私自接受公开商务活动的违约行为，已经在司法程序处理中；并称根据2018年签署的补充协议，鞠婧祎仍为丝芭旗下艺人，对于未经我司许可邀请艺人鞠婧祎已经进行商务活动的第三方公司、品牌等，我司已依法提起诉讼。随后，鞠婧祎发文回应称，与丝芭传媒的艺人合约协议已于2024年6月18日到期，并未见过和签署过对方所称的补充协议，关于丝芭传媒作假、恶意扰乱合作等行为，我方已于今年7月起诉，并申请法院进行笔迹鉴定。 ,,无,无,无,2024-11-01 15:54,无,0,0,0
OEfuThCvF,#为亡弟追凶姐姐哭喊我只要凶手死#“姐姐为弟追凶26年案” 于11月1日开庭。1992年，易某华与李焕平父亲李中祥发生纠纷，将李焕平带去一甘蔗园持刀捅死后潜逃。1997年起，受害人李焕平20岁的姐姐李海玉去了云南、四川、贵州等地追查易某华下落，至今26年。开庭前，姐姐李海玉哭跪在记者面前，悲痛大哭到干呕，称他（易某华）毁了我们一家三代人，“我不要钱，我只要他死！” ,,无,无,无,2024-11-01 15:45,无,0,0,0
OEf2oshDk,#美国大选追踪##布林肯称美国的系统已经崩溃##特朗普发起诉讼索赔百亿美元#【特朗普起诉CBS，索赔100亿美元！】据路透社10月31日报道，根据一份法院文件，共和党总统候选人唐纳德·特朗普10月31日起诉美国哥伦比亚广播公司（CBS），称其在10月初播出的《六十分钟》栏目对民主党总统候选人卡玛拉·哈里斯的采访具有误导性。 ,,无,无,无,2024-11-01 14:35,无,2,1,0
OEf2clqbB,#美国大选# 【#布林肯称美国的系统已经崩溃#】据新华社：美国国务卿安东尼·布林肯30日在华盛顿一个外交人员培训班上发表讲话说，由于民主党和共和党的政治角力，美国的“系统已经崩溃”。布林肯表示，2001年参议院平均需要50天就能完成批准总统提名的大使等重要外交人员的程序，但如今这一时长已经增长到240天。本届拜登政府任期即将结束，仍有数十名大使和高级安全官员的位置空悬，这主要是拜两党斗争所赐。“系统已经崩溃”，布林肯说，“这损害了我们的外交，削弱了我们的竞争力”。 ,,无,无,无,2024-11-01 14:34,无,2,1,0
OEf0p9Fx0,#直播间买的染发剂用完脸肿成包子##用了直播间染发剂撞脸外星人# 10月，重庆的张先生（化名）在直播间花69元买染发剂，用完以后竟撞脸“外星人”？当晚他按说明书染发后，头皮奇痒难忍，还流黄水。第二天醒来发现，整张脸肿成包子，眼睛只剩一条缝，看着特别吓人。张先生来到医院，确诊接触性皮炎，整整输了4天液，吃了一周药才慢慢消肿，期间因为太丑无法上班。张先生自称从未有过敏史，质疑染发剂质量，向平台索赔医药费和误工费，谁知却遭到了拒绝。 ,,无,无,无,2024-11-01 14:30,无,2,0,1
OEeZfBOTw,#美国大选##美民调称哈里斯以1%优势领先特朗普#2024年的美国总统选举为美国史上的第60届（也即第47任）总统选举，采用独特的“选举人团”制度。在此制度下，候选人需赢得全国538个选举人票（其中包括100张参议员票、435张众议员票及3张华盛顿特区代表票）中的至少270张，方可当选为总统。此次大选定于2024年11月5日进行投票，而胜选的总统及其副手则将于次年，即2025年1月20日，正式宣誓就职。这一流程保持了美国选举制度的传统与惯例。 ,,无,无,无,2024-11-01 14:27,无,2,1,0
OEe5ZhuAT,#鞠婧祎已申请笔迹鉴定#11月1日，#丝芭传媒起诉鞠婧祎#引热议。丝芭传媒发文称，艺人鞠婧祎未经丝芭传媒许可私自接受公开商务活动，并且艺人鞠婧祎与丝芭传媒所签署的《SNH48专属艺人合约》及补充协议未到期，目前丝芭传媒依然是该艺人的独家经纪人。随后@鞠婧祎_Official 发布严正声明称“2018年9月10日双方签署《专属艺人合约》补充协议”系对方捏造，我方艺人鞠婧祎没见过也没有签署过。我方已于今年7月起诉，并申请法院进行笔迹鉴定。 ,,无,无,无,2024-11-01 12:11,无,0,0,1
OEdXuxpbf,【#印度一小盘股一天暴涨6692535%#！】#印度一小盘股一天暴涨6.69万倍# 印度股市，出现神奇的一幕！印度一只名为Elcid Investments的小盘股，股价突然飙涨6.69万倍，从3.53卢比涨至23.625万卢比（约合人民币 2 万元）；隔天，该公司又上涨了5%，股价达到24.806万卢比，总市值接近500亿卢比。（券商中国） ,,无,无,无,2024-11-01 11:50,iPhone客户端,1,0,0
